Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization
G6105	b0221	240859	243303	ACYLCOADEHYDROG-MONOMER	WELL-CHARACTERIZED
G0-10261	b4520	1218983	1219201	MONOMER0-2141	PARTIAL
EG11484	b3848	4032492	4033106	EG11484-MONOMER	PARTIAL
EG11974	b4315	4543728	4544267	EG11974-MONOMER	PARTIAL
G6333	b0604	637827	638573	DSBG-MONOMER	WELL-CHARACTERIZED
G6703	b1381	1443051	1445690	G6703-MONOMER	PARTIAL
EG10790	b4177	4404687	4405985	ADENYLOSUCCINATE-SYN-MONOMER	WELL-CHARACTERIZED
G6836	b1578	1650881	1651537	G6836-MONOMER	
EG11508	b1480	1555826	1555963	EG11508-MONOMER	PARTIAL
G0-10598	b4608	2700520	2700598	RNA0-330	PARTIAL
EG10168	b0657	689343	690881	EG10168-MONOMER	WELL-CHARACTERIZED
EG10871	b3985	4179996	4180493	EG10871-MONOMER	WELL-CHARACTERIZED
EG10051	b0469	491412	491963	ADENPRIBOSYLTRAN-MONOMER	WELL-CHARACTERIZED
EG10972	b2706	2828621	2828980	PD00345	PARTIAL
EG10636	b0676	700374	701594	PD00266	WELL-CHARACTERIZED
EG10344	b0089	98403	99647	EG10344-MONOMER	WELL-CHARACTERIZED
EG12373	b2795	2926308	2927672	EG12373-MONOMER	WELL-CHARACTERIZED
EG20252	b3566	3731131	3732123	XYLF-MONOMER	WELL-CHARACTERIZED
G6523	b1012	1072863	1074011	G6523-MONOMER	WELL-CHARACTERIZED
G7354	b2603	2741875	2742393	G7354-MONOMER	UNCHARACTERIZED
G0-16716	b4630	313716	313805	G0-16716-MONOMER	
EG10208	b2472	2591607	2592734	MONOMER0-1981	WELL-CHARACTERIZED
G7000	b1824	1907448	1907591	G7000-MONOMER	UNCHARACTERIZED
EG11800	b2995	3142986	3144164	EG11800-MONOMER	WELL-CHARACTERIZED
G7872	b4217	4439587	4439793	G7872-MONOMER	PARTIAL
G6777	b1483	1557112	1558038	YDDO-MONOMER	PARTIAL
G0-16722	b4727	113244	113288	MONOMER0-4404	UNCHARACTERIZED
G6853	b1595	1668699	1669592	G6853-MONOMER	PARTIAL
EG10327	b2315	2431674	2432942	FOLC-MONOMER	WELL-CHARACTERIZED
G7310	b2493	2614820	2615881	G7310-MONOMER	PARTIAL
EG10186	b2752	2875421	2876329	CYSD-MONOMER	WELL-CHARACTERIZED
G0-8901	b4427	1437121	1437231	TKE8-RNA	WELL-CHARACTERIZED
EG10113	b3336	3466249	3466725	EG10113-MONOMER	PARTIAL
G6641	b1289	1351407	1351760	G6641-MONOMER	UNCHARACTERIZED
EG10950	b4392	4630733	4632670	EG10950-MONOMER	WELL-CHARACTERIZED
EG10961	b2965	3107020	3109155	ORNDECARBOX-BIO-MONOMER	WELL-CHARACTERIZED
EG10960	b2937	3082877	3083797	AGMATIN-MONOMER	WELL-CHARACTERIZED
EG11217	b4397	4635521	4635994	EG11217-MONOMER	UNCHARACTERIZED
G7864	b4206	4428079	4428717	G7864-MONOMER	PARTIAL
EG11491	b4044	4257742	4259121	DINF-MONOMER	PARTIAL
EG10664	b2964	3105714	3106970	NUPG-MONOMER	WELL-CHARACTERIZED
EG11363	b4169	4396065	4397402	NACMURLALAAMI2-MONOMER	WELL-CHARACTERIZED
EG12834	b3268	3419042	3420066	YHDW-MONOMER	
EG12734	b3091	3241827	3243314	ALTRODEHYDRAT-MONOMER	WELL-CHARACTERIZED
EG11046	b3452	3590024	3590911	UGPA-MONOMER	WELL-CHARACTERIZED
G6792	b1502	1586820	1587734	G6792-MONOMER	PARTIAL
G6789	b1499	1582926	1583687	G6789-MONOMER	WELL-CHARACTERIZED
EG11258	b0904	953609	954466	FOCA-MONOMER	WELL-CHARACTERIZED
EG10412	b3500	3646299	3647651	GLUTATHIONE-REDUCT-NADPH-MONOMER	PARTIAL
EG11387	b1927	2006156	2007643	ALPHA-AMYL-CYTO-MONOMER	PARTIAL
EG11358	b3189	3335235	3336494	UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER	WELL-CHARACTERIZED
G6149	b0278	293220	293918	G6149-MONOMER	UNCHARACTERIZED
EG10343	b3465	3604393	3604989	EG10343-MONOMER	WELL-CHARACTERIZED
G0-10559	b4534	1652728	1652838	MONOMER0-4428	UNCHARACTERIZED
G6774	b1477	1552398	1552682	G6774-MONOMER	PARTIAL
G7177	b2270	2383995	2385722	G7177-MONOMER	UNCHARACTERIZED
G0-10475	b4568	4612128	4612289	MONOMER0-2697	UNCHARACTERIZED
EG11848	b3883	4073739	4074635	EG11848-MONOMER	WELL-CHARACTERIZED
G6790	b1500	1583762	1583959	MONOMER0-2841	WELL-CHARACTERIZED
G6773	b1472	1545738	1546028	G6773-MONOMER	UNCHARACTERIZED
EG10623	b0090	99644	100711	NACGLCTRANS-MONOMER	WELL-CHARACTERIZED
EG20098	b0125	141431	141967	HYPOXANPRIBOSYLTRAN-MONOMER	WELL-CHARACTERIZED
EG11966	b4116	4337168	4337929	EG11966-MONOMER	WELL-CHARACTERIZED
G7099	b2054	2128340	2128888	G7099-MONOMER	WELL-CHARACTERIZED
G0-10444	b4521	1223564	1223907	MONOMER0-2666	
G6243	b0442	463937	464308	G6243-MONOMER	PARTIAL
EG11165	b3038	3180421	3181581	EG11165-MONOMER	PARTIAL
G6646	b1302	1365550	1366815	G6646-MONOMER	WELL-CHARACTERIZED
G6223	b0372	391739	392605	MONOMER0-4441	UNCHARACTERIZED
EG12628	b3540	3701864	3702868	DPPF-MONOMER	WELL-CHARACTERIZED
G0-10443	b4518	1068081	1068254	MONOMER0-2665	PARTIAL
EG12366	b2946	3091134	3091865	EG12366-MONOMER	WELL-CHARACTERIZED
G7934	b4584	4568998	4569918	G7934-MONOMER	
G6826	b1553	1639030	1639527	G6826-MONOMER	UNCHARACTERIZED
G0-10556	b4519	1211413	1211577	MONOMER0-2778	
G6171	b0301	317726	318319	G6171-MONOMER	PARTIAL
G7163	b2250	2363733	2364275	G7163-MONOMER	PARTIAL
G7698	b3282	3430843	3431415	G7698-MONOMER	WELL-CHARACTERIZED
EG10117	b0774	807968	809257	DAPASYN-MONOMER	WELL-CHARACTERIZED
G7258	b2412	2530247	2531233	G7258-MONOMER	WELL-CHARACTERIZED
EG30096	b0883	925884	925971	serW-tRNA	WELL-CHARACTERIZED
G6865	b1614	1689852	1691360	G6865-MONOMER	UNCHARACTERIZED
G7941	b4353	4588876	4589079	G7941-MONOMER	UNCHARACTERIZED
G0-16750	b4756	3183381	3183551	MONOMER0-4434	UNCHARACTERIZED
G6820	b1546	1634310	1634885	G6820-MONOMER	PARTIAL
EG12241	b3514	3660414	3663527	YHIV-MONOMER	WELL-CHARACTERIZED
EG11228	b1475	1550461	1551345	FDNH-MONOMER	WELL-CHARACTERIZED
G6699	b1376	1435185	1435619	G6699-MONOMER	WELL-CHARACTERIZED
G6162	b0291	306807	309332	G6162-MONOMER	PARTIAL
EG11980	b2037	2108337	2109584	RFBX-MONOMER	PARTIAL
EG11616	b4148	4376875	4377192	SUGE-MONOMER	WELL-CHARACTERIZED
EG10765	b0467	490285	490812	EG10765-MONOMER	WELL-CHARACTERIZED
EG10893	b3295	3440040	3441029	EG10893-MONOMER	WELL-CHARACTERIZED
EG10583	b3008	3152236	3153423	CYSTATHIONINE-BETA-LYASE-MONOMER	WELL-CHARACTERIZED
G0-10466	b4551	3478592	3478792	MONOMER0-2688	UNCHARACTERIZED
G6883	b1643	1721025	1721261	G6883-MONOMER	UNCHARACTERIZED
G6450	b0865	903952	904467	G6450-MONOMER	UNCHARACTERIZED
EG10901	b0169	189874	190599	EG10901-MONOMER	WELL-CHARACTERIZED
G7173	b2266	2380722	2381027	G7173-MONOMER	PARTIAL
EG11436	b4269	4495190	4496209	EG11436-MONOMER	PARTIAL
EG10384	b2553	2687070	2687408	URIDYLYL-PII // PROTEIN-PII	WELL-CHARACTERIZED
G0-10438	b4512	632182	632379	MONOMER0-2660	UNCHARACTERIZED
G6096	b0188	212331	213629	G6096-MONOMER	WELL-CHARACTERIZED
EG10644	b1465	1535937	1536617	NARV-MONOMER	WELL-CHARACTERIZED
G6277	b0508	535710	536486	G6277-MONOMER	WELL-CHARACTERIZED
EG12106	b0107	115714	117099	EG12106-MONOMER	PARTIAL
G7535	b2968	3110590	3111126	G7535-MONOMER	PARTIAL
G495	b2901	3043662	3045101	G495-MONOMER	WELL-CHARACTERIZED
EG12691	b1280	1340558	1341727	EG12691-MONOMER	PARTIAL
EG30013	b2691	2817784	2817860	argQ-tRNA	WELL-CHARACTERIZED
G6531	b1024	1089866	1092289	G6531-MONOMER	WELL-CHARACTERIZED
EG11210	b4109	4327135	4329363	EG11210-MONOMER	WELL-CHARACTERIZED
EG10843	b3905	4097736	4098572	PD00221	WELL-CHARACTERIZED
EG11280	b0075	83622	83708	EG11280-MONOMER	PARTIAL
EG10040	b4150	4377811	4378944	EG10040-MONOMER	WELL-CHARACTERIZED
EG11751	b1896	1980188	1981612	TREHALOSE6PSYN-MONOMER	WELL-CHARACTERIZED
EG10932	b0724	757689	758405	SDH-FE-S	WELL-CHARACTERIZED
EG12298	b3614	3788101	3789060	EG12298-MONOMER	UNCHARACTERIZED
G6381	b0712	744243	745175	G6381-MONOMER	PARTIAL
EG10231	b2133	2222185	2223900	DLACTDEHYDROGFAD-MONOMER	WELL-CHARACTERIZED
G6200	b0335	352706	354592	G6200-MONOMER	WELL-CHARACTERIZED
EG10425	b1619	1697273	1698040	7-ALPHA-HYDROXYSTEROID-DEH-MONOMER	WELL-CHARACTERIZED
EG30012	b2396	2518041	2518116	alaX-tRNA	WELL-CHARACTERIZED
EG10108	b2480	2600478	2600948	EG10108-MONOMER	WELL-CHARACTERIZED
G7428	b2758	2881051	2882142	G7428-MONOMER	WELL-CHARACTERIZED
EG11422	b2237	2348822	2349472	EG11422-MONOMER	PARTIAL
EG12770	b3139	3284685	3285488	AGAC-MONOMER	WELL-CHARACTERIZED
G6746	b1435	1506781	1508742	G6746-MONOMER	WELL-CHARACTERIZED
EG12088	b2282	2396465	2397442	NUOH-MONOMER	WELL-CHARACTERIZED
G7944	b4357	4594937	4595851	G7944-MONOMER	PARTIAL
G7111	b2072	2151711	2152472	G7111-MONOMER	PARTIAL
G6814	b1540	1628352	1629038	G6814-MONOMER	PARTIAL
G6179	b0309	324408	324620		
EG10349	b2802	2935584	2937359	FUCISOM-MONOMER	WELL-CHARACTERIZED
G6692	b4570			G6692-MONOMER	
G6331	b0602	635349	636569	G6331-MONOMER	PARTIAL
G7521	b2939	3085920	3086051	G7521-MONOMER	PARTIAL
EG11526	b1460	1531816	1532952	EG11526-MONOMER	PARTIAL
EG10544	b1677	1757421	1757657	EG10544-MONOMER	PARTIAL
G6101	b0217	237335	238120	G6101-MONOMER	UNCHARACTERIZED
EG11636	b1528	1617028	1618218	YDEA-MONOMER	PARTIAL
G6718	b1397	1460893	1462098	G6718-MONOMER	WELL-CHARACTERIZED
EG10259	b0596	628551	629297	ENTA-MONOMER	WELL-CHARACTERIZED
G7662	b3197	3341266	3342252	G7662-MONOMER	WELL-CHARACTERIZED
G6422	b0819	854824	855744	G6422-MONOMER	WELL-CHARACTERIZED
G0-10610	b4625	4579835	4579911	RNA0-334	WELL-CHARACTERIZED
EG10390	b0680	706093	707757	GLNS-MONOMER	WELL-CHARACTERIZED
EG11400	b3508	3655255	3655902	EG11400-MONOMER	UNCHARACTERIZED
G6131	b0256	270603	271754	G6131-MONOMER	WELL-CHARACTERIZED
EG11073	b1749	1832428	1833234	EG11073-MONOMER	WELL-CHARACTERIZED
G7261	b2420	2537749	2538483	G7261-MONOMER	UNCHARACTERIZED
EG10082	b0388	406405	406929	AROL-MONOMER	WELL-CHARACTERIZED
EG11763	b3596	3768177	3768638	EG11763-MONOMER	UNCHARACTERIZED
G7189	b2295	2412677	2413132	G7189-MONOMER	PARTIAL
G0-17110	b4835	607733	607792	RNA0-428	PARTIAL
EG12276	b3568	3733720	3734901	XYLH-MONOMER	WELL-CHARACTERIZED
G6852	b1594	1667344	1668564	PD01896	WELL-CHARACTERIZED
EG10031	b1241	1295446	1298121	ADHE-MONOMER	WELL-CHARACTERIZED
G6479	b0937	996937	997512	MONOMER0-146	WELL-CHARACTERIZED
G7352	b2595	2736146	2736883	G7352-MONOMER	WELL-CHARACTERIZED
G7942	b4354	4589129	4591279	G7942-MONOMER	WELL-CHARACTERIZED
EG11431	b2398	2518467	2518811	EG11431-MONOMER	PARTIAL
G0-16677	b4700	607734	607792		
EG11557	b0036	35377	36162	CARNRACE-MONOMER	WELL-CHARACTERIZED
EG10143	b1735	1818605	1819447	EG10143-MONOMER	WELL-CHARACTERIZED
G0-17077	b4804	3937045	3937278	RNA0-406	WELL-CHARACTERIZED
G6482	b0940	999216	1001816	G6482-MONOMER	WELL-CHARACTERIZED
G7010	b1837	1922121	1922312	G7010-MONOMER	UNCHARACTERIZED
G7677	b3223	3370347	3371036	NANE-MONOMER	WELL-CHARACTERIZED
EG12108	b2709	2830775	2832289	EG12108-MONOMER	WELL-CHARACTERIZED
G7278	b2448	2563592	2563969	G7278-MONOMER	UNCHARACTERIZED
EG10737	b1158	1209685	1210239	EG10737-MONOMER	WELL-CHARACTERIZED
G0-9561	b4409	1704551	1704676	MONOMER0-1561	PARTIAL
EG10526	b0343	361926	363179	LACY-MONOMER	WELL-CHARACTERIZED
G0-16688	b4723	1051684	1051872	MONOMER0-4393	UNCHARACTERIZED
G7329	b2535	2665435	2666715	G7329-MONOMER	UNCHARACTERIZED
EG10686	b3019	3163715	3165973	EG10686-MONOMER	WELL-CHARACTERIZED
G6258	b0482	507286	508080	G6258-MONOMER	UNCHARACTERIZED
EG11741	b3264	3412803	3413465	EG11741-MONOMER	WELL-CHARACTERIZED
EG11612	b4111	4330502	4332004	PROP-MONOMER	WELL-CHARACTERIZED
EG12068	b2208	2303003	2303497	NAPF-MONOMER	PARTIAL
EG12048	b2186	2282940	2283947	EG12048-MONOMER	PARTIAL
G6831	b1560	1643255	1644304	G6831-MONOMER	UNCHARACTERIZED
EG11071	b2894	3038847	3039743	EG11071-MONOMER	WELL-CHARACTERIZED
G6855	b1597	1671376	1671684	G6855-MONOMER	PARTIAL
G7413	b2710	2832476	2833915	G7413-MONOMER	WELL-CHARACTERIZED
G6242	b0441	461915	463786	G6242-MONOMER	PARTIAL
EG10393	b2243	2355521	2356711	ANGLYC3PDEHYDROGSUBUNITC-MONOMER	WELL-CHARACTERIZED
EG30029	b0665	696542	696616	glnV-tRNA	WELL-CHARACTERIZED
G7730	b3378	3507348	3507701	G7730-MONOMER	UNCHARACTERIZED
EG10137	b2143	2231844	2232728	CYTIDEAM-MONOMER	WELL-CHARACTERIZED
EG11658	b1616	1692890	1694263	UIDB-MONOMER	PARTIAL
G0-16673	b4672	1346796	1346900	MONOMER0-4368	UNCHARACTERIZED
EG20044	b3528	3682161	3683447	DCTA-MONOMER	WELL-CHARACTERIZED
EG11362	b0144	159186	160112	EG11362-MONOMER	WELL-CHARACTERIZED
EG11560	b0039	39244	40386	CROBETREDUCT-MONOMER	WELL-CHARACTERIZED
EG13174	b2775	2900592	2901869	B2775-MONOMER	PARTIAL
EG11276	b3707	3888435	3888509	EG11276-MONOMER	PARTIAL
EG11472	b3832	4017333	4018760	EG11472-MONOMER	PARTIAL
EG10872	b3983	4178447	4178875	EG10872-MONOMER	WELL-CHARACTERIZED
G6880	b1640	1718493	1719602	G6880-MONOMER	WELL-CHARACTERIZED
G7359	b2623	2757644	2758600	G7359-MONOMER	UNCHARACTERIZED
EG11451	b3786	3970133	3971263	UDPGLCNACEPIM-MONOMER	WELL-CHARACTERIZED
EG12067	b2206	2300267	2302753	NAPA-MONOMER	WELL-CHARACTERIZED
G0-16665	b4649	3750918	3751109		
G7950	b4371	4606669	4607700	G7950-MONOMER	WELL-CHARACTERIZED
G7279	b2449	2563980	2564372	G7279-MONOMER	UNCHARACTERIZED
G6811	b1525	1613315	1614703	G6811-MONOMER	WELL-CHARACTERIZED
EG11058	b2580	2716754	2717443	EG11058-MONOMER	WELL-CHARACTERIZED
EG11921	b4022	4230354	4231226	EG11921-MONOMER	WELL-CHARACTERIZED
G0-9384		1888017	1888102		
EG10437	b4173	4400672	4401952	EG10437-MONOMER	WELL-CHARACTERIZED
G0-17022	b4776	1640805	1640975	MONOMER0-4488	PARTIAL
EG11145	b2395	2515643	2517832	EG11145-MONOMER	PARTIAL
G6843	b1585	1656747	1657457	G6843-MONOMER	UNCHARACTERIZED
EG10260	b0595	627694	628551	HOLO-ENTB // ENTB-MONOMER	WELL-CHARACTERIZED
EG12274	b3561	3725887	3726882	EG12274-MONOMER	WELL-CHARACTERIZED
G0-8866	b4442	2814802	2814874	SRAD-RNA	WELL-CHARACTERIZED
G7079	b1999	2070786	2071211	G7079-MONOMER	
EG11765	b3598	3771382	3771744	EG11765-MONOMER	UNCHARACTERIZED
EG10604	b0087	96002	97084	PHOSNACMURPENTATRANS-MONOMER	WELL-CHARACTERIZED
EG10718	b4099	4319599	4320663	EG10718-MONOMER	WELL-CHARACTERIZED
G7017	b1857	1941651	1942583	ZNUA-MONOMER	WELL-CHARACTERIZED
G6457	b0873	912162	913814	G6457-MONOMER	WELL-CHARACTERIZED
EG11838	b3872	4060447	4061157	EG11838-MONOMER	PARTIAL
EG10421	b2508	2632604	2634070	IMP-DEHYDROG-MONOMER	WELL-CHARACTERIZED
G6553	b1052	1114211	1114309		
G0-10511	b4502	2265041	2265295	MONOMER0-2726	PARTIAL
EG50002	b3185	3332862	3333119	EG50002-MONOMER	WELL-CHARACTERIZED
EG12180	b0622	656557	657117	EG12180-MONOMER	WELL-CHARACTERIZED
EG10996	b0406	426137	427264	EG10996-MONOMER	WELL-CHARACTERIZED
G6339	b0613	646631	647509	G6339-MONOMER	WELL-CHARACTERIZED
G7184	b2290	2407561	2408778	G7184-MONOMER	WELL-CHARACTERIZED
EG11245	b2930	3075217	3076182	EG11245-MONOMER	WELL-CHARACTERIZED
EG12288	b3584	3751128	3751868	EG12288-MONOMER	UNCHARACTERIZED
EG10845	b3783	3966417	3967676	EG10845-MONOMER	WELL-CHARACTERIZED
EG11520	b3483	3623399	3623782	EG11520-MONOMER	UNCHARACTERIZED
G0-17104	b4829	3845730	3845995	RNA0-422	PARTIAL
EG12428	b3782	3966231	3966332	EG12428-MONOMER	PARTIAL
EG10302	b0150	167484	169727	EG10302-MONOMER	WELL-CHARACTERIZED
EG10518	b1215	1268165	1269019	KDO-8PSYNTH-MONOMER	WELL-CHARACTERIZED
G0-17040	b4794	3737177	3737203	MONOMER0-4506	PARTIAL
EG11835	b3866	4051347	4051856	EG11835-MONOMER	WELL-CHARACTERIZED
EG10279	b3846	4028782	4030971	FADB-MONOMER	WELL-CHARACTERIZED
EG11886	b1049	1110863	1113406	EG11886-MONOMER	PARTIAL
EG10210	b1343	1409511	1410884	EG10210-MONOMER	WELL-CHARACTERIZED
EG12336	b0163	183709	184095	EG12336-MONOMER	UNCHARACTERIZED
EG12342	b4385	4621769	4623100	MONOMER0-4564 // EG12342-MONOMER	PARTIAL
EG10166	b3556	3720049	3720261	PD03695	WELL-CHARACTERIZED
EG10683	b1812	1894805	1896166	PABASYN-COMPI-MONOMER	WELL-CHARACTERIZED
G6700	b1377	1435760	1436893	G6700-MONOMER	WELL-CHARACTERIZED
EG10862	b3704	3884493	3884852	EG10862-MONOMER	WELL-CHARACTERIZED
G7235	b2372	2489242	2490186	B2372-MONOMER	PARTIAL
G0-10538		290649	291346	MONOMER0-4231	PARTIAL
G7821	b4089	4312101	4312991	G7821-MONOMER	PARTIAL
G7709	b3331	3462344	3462931	G7709-MONOMER	WELL-CHARACTERIZED
EG11891	b2008	2079533	2080591	EG11891-MONOMER	PARTIAL
EG12429	b0461	480334	480708	EG12429-MONOMER	WELL-CHARACTERIZED
EG10984	b0958	1020410	1020919	EG10984-MONOMER	PARTIAL
EG10760	b1830	1912768	1914816	EG10760-MONOMER	WELL-CHARACTERIZED
EG12070	b2211	2306972	2308615	YOJI-MONOMER	WELL-CHARACTERIZED
EG11785	b2577	2714439	2715320	EG11785-MONOMER	PARTIAL
G7905	b4284	4507466	4508617	MONOMER0-4233	PARTIAL
EG12427	b0763	795089	795862	MODA-MONOMER	WELL-CHARACTERIZED
EG11688	b3660	3838248	3839171	EG11688-MONOMER	PARTIAL
G0-8785	b4408	2924156	2924524	CSRB-RNA	PARTIAL
EG10473	b0977	1036749	1037606	EG10473-MONOMER	UNCHARACTERIZED
EG12053	b2195	2292407	2292964	EG12053-MONOMER	WELL-CHARACTERIZED
G6318	b0570	593328	594770	MONOMER0-4178 // G6318-MONOMER	WELL-CHARACTERIZED
EG10997	b3706	3886828	3888192	EG10997-MONOMER	WELL-CHARACTERIZED
G7285	b2455	2570348	2571751	G7285-MONOMER	WELL-CHARACTERIZED
G0-16721	b4726	85467	85511	MONOMER0-4403	UNCHARACTERIZED
EG11784	b2579	2716066	2716449	EG11784-MONOMER	WELL-CHARACTERIZED
G0-17016	b4770	922740	922814	MONOMER0-4482	UNCHARACTERIZED
EG11613	b4114	4333947	4335590	EG11613-MONOMER	PARTIAL
EG10611	b2113	2193059	2194168	EG10611-MONOMER	UNCHARACTERIZED
G6599	b1157	1209119	1209655	G6599-MONOMER	
G7614	b3100	3250077	3250376	G7614-MONOMER	UNCHARACTERIZED
EG12352	b3775	3959532	3959813	EG12352-MONOMER	PARTIAL
EG12195	b0998	1061799	1062398	EG12195-MONOMER	WELL-CHARACTERIZED
G7328	b2534	2664390	2665244	G7328-MONOMER	PARTIAL
G6470	b0909	960264	961028	G6470-MONOMER	PARTIAL
EG12233	b3497	3642380	3643132	EG12233-MONOMER	WELL-CHARACTERIZED
EG11061	b4058	4271049	4273871	EG11061-MONOMER	WELL-CHARACTERIZED
EG11858	b3894	4082772	4085822	FDOG-MONOMER	WELL-CHARACTERIZED
EG11823	b2435	2552352	2553221	NACMURLALAAMI1-MONOMER	WELL-CHARACTERIZED
G6563	b1085	1144502	1144822	G6563-MONOMER	UNCHARACTERIZED
G6619	b1182	1229483	1230394	G6619-MONOMER	PARTIAL
EG30114	b2403	2521173	2521248	valY-tRNA	WELL-CHARACTERIZED
EG11450	b3764	3948086	3948424	EG11450-MONOMER	PARTIAL
EG11857	b3893	4081857	4082759	FDOH-MONOMER	WELL-CHARACTERIZED
G0-10536		1049833	1050530	MONOMER0-2756	WELL-CHARACTERIZED
G7040	b1932	2010600	2011079	G7040-MONOMER	PARTIAL
EG11793	b2807	2941236	2941631	EG11793-MONOMER	UNCHARACTERIZED
G7337	b2543	2673346	2673768	G7337-MONOMER	UNCHARACTERIZED
EG10378	b3432	3571316	3573502	GLYCOGEN-BRANCH-MONOMER	WELL-CHARACTERIZED
EG11283	b4583	4322443	4323281	PHNE-MONOMER	WELL-CHARACTERIZED
G0-9606	b4422	1269858	1269923	RNA0-162	PARTIAL
G6442	b0844	885316	886131	G6442-MONOMER	WELL-CHARACTERIZED
EG10711	b4108	4326399	4326734	EG10711-MONOMER	UNCHARACTERIZED
G6555	b1058	1119307	1119447	G6555-MONOMER	UNCHARACTERIZED
G0-10555	b4508	566376	566687		
EG11129	b1561	1644651	1644902	EG11129-MONOMER	UNCHARACTERIZED
G0-9981	b4613	3647705	3647788	MONOMER0-1941	PARTIAL
EG12392	b1206	1259124	1260803	YCHM-MONOMER	WELL-CHARACTERIZED
EG10864	b3984	4178879	4179583	EG10864-MONOMER	WELL-CHARACTERIZED
EG11169	b3062	3207371	3207976	TTDB-MONOMER	WELL-CHARACTERIZED
G7255	b2394	2514331	2515443	G7255-MONOMER	PARTIAL
EG10443	b1507	1590854	1592176	HIPA-P // EG10443-MONOMER	WELL-CHARACTERIZED
EG11066	b4322	4551636	4552820	MANNONDEHYDRAT-MONOMER	WELL-CHARACTERIZED
G7673	b3219	3366926	3367642	G7673-MONOMER	UNCHARACTERIZED
EG10026	b4016	4218596	4220332	ICITDEHASE-KIN-PHOSPHA	WELL-CHARACTERIZED
G7696	b3279	3429236	3429790	G7696-MONOMER	PARTIAL
EG11694	b3674	3855114	3855611	EG11694-MONOMER	UNCHARACTERIZED
EG11883	b1429	1500573	1501565	TEHA-MONOMER	WELL-CHARACTERIZED
EG11929	b4046	4259488	4260003	EG11929-MONOMER	WELL-CHARACTERIZED
G7389	b4462	2786397	2788649	G7389-MONOMER	
EG10174	b0734	773042	774181	CYDB-MONOMER	WELL-CHARACTERIZED
G7617	b3103	3252304	3252669	G7617-MONOMER	UNCHARACTERIZED
EG10494	b3671	3851096	3852784	LARGEILVB-MONOMER	WELL-CHARACTERIZED
EG10563	b1621	1699355	1700947	MALX-MONOMER	WELL-CHARACTERIZED
EG11576	b0072	79464	80864	LEUC-MONOMER	WELL-CHARACTERIZED
G7063	b1976	2043651	2044448	G7063-MONOMER	PARTIAL
EG10111	b0313	328747	329334	PD00251	WELL-CHARACTERIZED
EG10830	b2892	3036373	3038106	EG10830-MONOMER	WELL-CHARACTERIZED
EG10167	b0598	629894	631999	EG10167-MONOMER	WELL-CHARACTERIZED
G7655	b3173	3319988	3321613	G7655-MONOMER	PARTIAL
G7938	b4342	4572414	4573931	G7938-MONOMER	UNCHARACTERIZED
EG10454	b2318	2434824	2435636	EG10454-MONOMER	WELL-CHARACTERIZED
G6761	b1450	1520262	1520927	G6761-MONOMER	WELL-CHARACTERIZED
EG10372	b1761	1842371	1843714	GDHA-MONOMER	WELL-CHARACTERIZED
EG10983	b2533	2663442	2664245	EG10983-MONOMER	WELL-CHARACTERIZED
EG11574	b0068	74497	75480	SFUA-MONOMER	WELL-CHARACTERIZED
EG13235	b0731	765984	767960	HRSA-MONOMER	WELL-CHARACTERIZED
G7475	b2855	2994460	2994903	G7475-MONOMER	
EG10182	b0428	446815	447705	HEMEOSYN-MONOMER	WELL-CHARACTERIZED
G6743	b1432	1503657	1504865	G6743-MONOMER	PARTIAL
EG11679	b2836	2973855	2976014	AAS-MONOMER	WELL-CHARACTERIZED
EG20249	b4324	4554576	4555349	EG20249-MONOMER	PARTIAL
G6722	b4492			G6722-MONOMER	
EG10436	b4174	4402038	4403297	EG10436-MONOMER	WELL-CHARACTERIZED
EG10235	b3702	3882326	3883729	PD03831	WELL-CHARACTERIZED
EG12128	b2828	2965162	2966037	EG12128-MONOMER	WELL-CHARACTERIZED
G198	b0424	443051	443641	HMP-KIN-MONOMER	WELL-CHARACTERIZED
EG20051	b3693	3873596	3874474	DEHYDDEOXGALACTKIN-MONOMER	WELL-CHARACTERIZED
EG10338	b0080	88028	89032	PD00521	WELL-CHARACTERIZED
EG12100	b2465	2579636	2581639	TRANSKETOII-MONOMER	WELL-CHARACTERIZED
EG12766	b3135	3281122	3281625	AGAA-MONOMER	
EG10359	b0683	710200	710646	PD00260	WELL-CHARACTERIZED
G0-16751	b4757	3884026	3884106	MONOMER0-4435	UNCHARACTERIZED
G0-9609	b4425	1287066	1287236	RNA0-164	UNCHARACTERIZED
G7887	b4257	4479730	4480926	G7887-MONOMER	UNCHARACTERIZED
EG11032	b0888	931085	932050	THIOREDOXIN-REDUCT-NADPH-MONOMER	WELL-CHARACTERIZED
EG11608	b1249	1307185	1308645	CARDIOLIPSYN-MONOMER	WELL-CHARACTERIZED
EG10008	b4003	4201926	4203323	PHOSPHO-HYDH // HYDH-MONOMER	WELL-CHARACTERIZED
G0-16667	b4651	3768892	3769256		
G6633	b1248	1306821	1307150	G6633-MONOMER	UNCHARACTERIZED
G7203	b2332	2449228	2450049	G7203-MONOMER	UNCHARACTERIZED
G7524	b2948	3092937	3093500	G7524-MONOMER	PARTIAL
G0-16740	b4746	1567178	1567219	MONOMER0-4423	UNCHARACTERIZED
