Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization
malI	b1620	1698152	1699180	DNA-binding transcriptional repressor MalI	WELL-CHARACTERIZED
insC4	b2861	2997235	2997600	IS2 insertion element repressor InsA	PARTIAL
ecpE	b0289	304495	305205	putative fimbrial chaperone EcpE	PARTIAL
yjgX	b4575	4499593	4500791	KpLE2 phage-like element; putative phosphoethanolamine transferase YjgX, N-terminal fragment	
cspD	b0880	922366	922590	DNA replication inhibitor CspD	WELL-CHARACTERIZED
trhP	b2081	2165668	2167029	tRNA wobble base hydroxylation protein TrhP	PARTIAL
aspS	b1866	1948750	1950522	aspartate&mdash;tRNA ligase	WELL-CHARACTERIZED
waaY	b3625	3800267	3800965	lipopolysaccharide core heptose (II) kinase	WELL-CHARACTERIZED
allA	b0505	532451	532933	ureidoglycolate lyase	PARTIAL
ybiY	b0824	862612	863511	putative pyruvate formate-lyase activating enzyme YbiY	PARTIAL
hsdR	b4350	4583249	4586761	type I restriction enzyme EcoKI endonuclease subunit	WELL-CHARACTERIZED
tynA	b1386	1449076	1451349	copper-containing amine oxidase	WELL-CHARACTERIZED
fliK	b1943	2018386	2019513	flagellar hook-length control protein	PARTIAL
nfsB	b0578	604771	605424	NAD(P)H-dependent nitroreductase NfsB	WELL-CHARACTERIZED
frmA	b0356	378462	379571	<i>S</i>-(hydroxymethyl)glutathione dehydrogenase	WELL-CHARACTERIZED
nanA	b3225	3372683	3373576	<i>N</i>-acetylneuraminate lyase	WELL-CHARACTERIZED
pspH	b4758	4263139	4263249	small regulatory RNA PspH	WELL-CHARACTERIZED
yiaY	b3589	3756676	3757827	L-threonine dehydrogenase	WELL-CHARACTERIZED
lsrD	b1515	1604047	1605039	Autoinducer-2 ABC transporter membrane subunit LsrD	WELL-CHARACTERIZED
galE	b0759	791039	792055	UDP-glucose 4-epimerase	WELL-CHARACTERIZED
tfaX	b0563	582875	583060	DLP12 prophage; protein TfaX	UNCHARACTERIZED
rpmH	b3703	3884336	3884476	50S ribosomal subunit protein L34	WELL-CHARACTERIZED
scpA	b2917	3060850	3062994	methylmalonyl-CoA mutase	WELL-CHARACTERIZED
hmp	b2552	2685835	2687025	nitric oxide dioxygenase	WELL-CHARACTERIZED
glnK	b0450	472598	472936	uridylyl-[protein PII-2] // nitrogen regulatory protein PII-2	PARTIAL
dgcC	b0385	403703	404818	diguanylate cyclase DgcC	WELL-CHARACTERIZED
ydcA	b1419	1491677	1491850	protein YdcA	UNCHARACTERIZED
ygfF	b2902	3045158	3045901	putative oxidoreductase YgfF	PARTIAL
acnA	b1276	1335831	1338506	aconitate hydratase 1	WELL-CHARACTERIZED
yjdI	b4126	4351843	4352073	PF06902 family protein YjdI	UNCHARACTERIZED
yhgH	b3413	3544882	3545565	DNA utilization protein YhgH	PARTIAL
zapB	b3928	4118515	4118760	cell division factor ZapB	WELL-CHARACTERIZED
pgsA	b1912	1992269	1992817	CDP-diacylglycerol&mdash;glycerol-3-phosphate 3-phosphatidyltransferase	WELL-CHARACTERIZED
elbB	b3209	3349806	3350459	low activity glyoxalase ElbB	WELL-CHARACTERIZED
narY	b1467	1537309	1538853	nitrate reductase Z subunit &beta;	WELL-CHARACTERIZED
lipA	b0628	659251	660216	lipoyl synthase	WELL-CHARACTERIZED
pyrE	b3642	3815127	3815768	orotate phosphoribosyltransferase	WELL-CHARACTERIZED
tesA	b0494	519139	519765	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	WELL-CHARACTERIZED
rapA	b0059	60358	63264	RNA polymerase-binding ATPase and RNAP recycling factor	WELL-CHARACTERIZED
dppB	b3543	3704771	3705790	dipeptide ABC transporter membrane subunit DppB	WELL-CHARACTERIZED
yegV	b2100	2181096	2182061	putative sugar kinase YegV	PARTIAL
yehB	b2109	2188430	2190910	putative fimbrial usher protein YehB	PARTIAL
helD	b0962	1024471	1026525	DNA helicase IV	PARTIAL
rbsD	b3748	3933351	3933770	D-ribose pyranase	WELL-CHARACTERIZED
ralR	b1348	1413733	1413927	Rac prophage; endodeoxyribonuclease toxin RalR	PARTIAL
yraH	b3142	3287426	3288010	putative fimbrial protein YraH	PARTIAL
fdnG	b1474	1547401	1550448	formate dehydrogenase N subunit &alpha;	WELL-CHARACTERIZED
ycaO	b0905	954872	956632	ribosomal protein S12 methylthiotransferase accessory factor YcaO	WELL-CHARACTERIZED
tig	b0436	455133	456431	trigger factor	WELL-CHARACTERIZED
lyxK	b3580	3747084	3748580	L-xylulose kinase	WELL-CHARACTERIZED
lolD	b1117	1176619	1177320	lipoprotein release complex - ATP binding subunit	WELL-CHARACTERIZED
tfaR	b1373	1432411	1432986	Rac prophage; putative tail fiber assembly protein TfaR	PARTIAL
curA	b1449	1519027	1520064	NADPH-dependent curcumin/dihydrocurcumin reductase	WELL-CHARACTERIZED
csgF	b1038	1101711	1102127	curli assembly component CsgF	WELL-CHARACTERIZED
rpoZ	b3649	3822106	3822381	RNA polymerase subunit &omega;	WELL-CHARACTERIZED
fadE	b0221	240859	243303	acyl-CoA dehydrogenase	WELL-CHARACTERIZED
ymgF	b4520	1218983	1219201	division septum component YmgF	PARTIAL
yigZ	b3848	4032492	4033106	colonization factor YigZ	PARTIAL
fimI	b4315	4543728	4544267	putative fimbrial protein FimI	PARTIAL
dsbG	b0604	637827	638573	protein sulfenic acid reductase and chaperone DsbG	WELL-CHARACTERIZED
ydbH	b1381	1443051	1445690	putative intermembrane phospholipid transport protein YdbH	PARTIAL
purA	b4177	4404687	4405985	adenylosuccinate synthetase	WELL-CHARACTERIZED
insD7	b1578	1650881	1651537	Qin prophage; putative transposase	
sra	b1480	1555826	1555963	ribosome-associated protein Sra	PARTIAL
ohsC	b4608	2700520	2700598	small regulatory RNA OhsC	PARTIAL
lnt	b0657	689343	690881	apolipoprotein <i>N</i>-acyltransferase	WELL-CHARACTERIZED
rplJ	b3985	4179996	4180493	50S ribosomal subunit protein L10	WELL-CHARACTERIZED
apt	b0469	491412	491963	adenine phosphoribosyltransferase	WELL-CHARACTERIZED
gutM	b2706	2828621	2828980	DNA-binding transcriptional activator GutM	PARTIAL
nagC	b0676	700374	701594	DNA-binding transcriptional dual regulator NagC	WELL-CHARACTERIZED
ftsW	b0089	98403	99647	peptidoglycan glycosyltransferase FtsW	WELL-CHARACTERIZED
ppnN	b2795	2926308	2927672	nucleotide 5'-monophosphate nucleosidase	WELL-CHARACTERIZED
xylF	b3566	3731131	3732123	xylose ABC transporter periplasmic binding protein	WELL-CHARACTERIZED
rutA	b1012	1072863	1074011	pyrimidine monooxygenase RutA	WELL-CHARACTERIZED
yfiR	b2603	2741875	2742393	DUF4154 domain-containing protein YfiR	UNCHARACTERIZED
ykgP	b4630	313716	313805	putative oxidoreductase	
dapE	b2472	2591607	2592734	succinyl-diaminopimelate desuccinylase	WELL-CHARACTERIZED
yobF	b1824	1907448	1907591	DUF2527 domain-containing protein YobF	UNCHARACTERIZED
hybB	b2995	3142986	3144164	hydrogenase 2 membrane subunit	WELL-CHARACTERIZED
ytfK	b4217	4439587	4439793	stringent response modulator YtfK	PARTIAL
ddpF	b1483	1557112	1558038	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF	PARTIAL
yacM	b4727	113244	113288	protein YacM	UNCHARACTERIZED
ynfL	b1595	1668699	1669592	putative DNA-binding transcriptional regulator YnfL	PARTIAL
folC	b2315	2431674	2432942	bifunctional folylpolyglutamate synthetase / dihydrofolate synthetase	WELL-CHARACTERIZED
yfgO	b2493	2614820	2615881	putative transporter YfgO	PARTIAL
cysD	b2752	2875421	2876329	sulfate adenylyltransferase subunit 2	WELL-CHARACTERIZED
micC	b4427	1437121	1437231	small regulatory RNA MicC	WELL-CHARACTERIZED
bfr	b3336	3466249	3466725	bacterioferritin	PARTIAL
ycjD	b1289	1351407	1351760	DUF559 domain-containing protein YcjD	UNCHARACTERIZED
slt	b4392	4630733	4632670	soluble lytic murein transglycosylase	WELL-CHARACTERIZED
speC	b2965	3107020	3109155	constitutive ornithine decarboxylase	WELL-CHARACTERIZED
speB	b2937	3082877	3083797	agmatinase	WELL-CHARACTERIZED
creA	b4397	4635521	4635994	PF05981 family protein CreA	UNCHARACTERIZED
ytfB	b4206	4428079	4428717	cell division protein YtfB	PARTIAL
dinF	b4044	4257742	4259121	DNA damage-inducible protein F	PARTIAL
nupG	b2964	3105714	3106970	nucleoside:H<sup>+</sup> symporter NupG	WELL-CHARACTERIZED
amiB	b4169	4396065	4397402	<i>N</i>-acetylmuramoyl-L-alanine amidase B	WELL-CHARACTERIZED
yhdW	b3268	3419042	3420066	putative ABC transporter periplasmic binding protein YhdW	
uxaA	b3091	3241827	3243314	D-altronate dehydratase	WELL-CHARACTERIZED
ugpA	b3452	3590024	3590911	<i>sn</i>-glycerol 3-phosphate ABC transporter membrane subunit UgpA	WELL-CHARACTERIZED
ydeQ	b1502	1586820	1587734	putative fimbrial adhesin protein YdeQ	PARTIAL
ydeO	b1499	1582926	1583687	DNA-binding transcriptional dual regulator YdeO	WELL-CHARACTERIZED
focA	b0904	953609	954466	formate channel FocA	WELL-CHARACTERIZED
gor	b3500	3646299	3647651	glutathione reductase (NADPH)	PARTIAL
amyA	b1927	2006156	2007643	alpha-amylase	PARTIAL
murA	b3189	3335235	3336494	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	WELL-CHARACTERIZED
yagL	b0278	293220	293918	CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL	UNCHARACTERIZED
rsmD	b3465	3604393	3604989	16S rRNA m<sup>2</sup>G966 methyltransferase	WELL-CHARACTERIZED
ynfP	b4534	1652728	1652838	protein YnfP	UNCHARACTERIZED
yddM	b1477	1552398	1552682	DNA-binding transcriptional regulator YddM	PARTIAL
yfbK	b2270	2383995	2385722	IPR002035/DUF3520 domain-containing protein YfbK	UNCHARACTERIZED
ytjA	b4568	4612128	4612289	DUF1328 domain-containing protein YtjA	UNCHARACTERIZED
yihV	b3883	4073739	4074635	6-deoxy-6-sulfofructose kinase	WELL-CHARACTERIZED
safA	b1500	1583762	1583959	two-component system connector SafA	WELL-CHARACTERIZED
yddL	b1472	1545738	1546028	putative uncharacterized protein YddL	UNCHARACTERIZED
murG	b0090	99644	100711	N-acetylglucosaminyl transferase	WELL-CHARACTERIZED
hpt	b0125	141431	141967	hypoxanthine phosphoribosyltransferase	WELL-CHARACTERIZED
adiY	b4116	4337168	4337929	DNA-binding transcriptional activator AdiY	WELL-CHARACTERIZED
wcaF	b2054	2128340	2128888	colanic acid biosynthesis acetyltransferase WcaF	WELL-CHARACTERIZED
ycgI	b4521	1223564	1223907	protein YcgI	
ybaV	b0442	463937	464308	helix-hairpin-helix 3 family protein	PARTIAL
ygiC	b3038	3180421	3181581	peptide&mdash;spermidine ligase YgiC	PARTIAL
puuE	b1302	1365550	1366815	4-aminobutyrate aminotransferase PuuE	WELL-CHARACTERIZED
insF2	b0372	391739	392605	IS3 element protein InsF	UNCHARACTERIZED
dppF	b3540	3701864	3702868	dipeptide ABC transporter ATP binding subunit DppF	WELL-CHARACTERIZED
ymdF	b4518	1068081	1068254	stress-induced bacterial acidophilic repeat motifs-containing protein YmdF	PARTIAL
rsmE	b2946	3091134	3091865	16S rRNA m<sup>3</sup>U1498 methyltransferase	WELL-CHARACTERIZED
rpnD	b4584	4568998	4569918	putative inactive recombination-promoting nuclease-like protein RpnD	
rzpQ	b1553	1639030	1639527	Qin prophage; DUF2514 domain-containing protein RzpQ	UNCHARACTERIZED
icdC	b4519	1211413	1211577	protein IcdC	
rclC	b0301	317726	318319	DUF417 domain-containing inner membrane protein RclC	PARTIAL
yfaZ	b2250	2363733	2364275	putative porin YfaZ	PARTIAL
tsaC	b3282	3430843	3431415	L-threonylcarbamoyladenylate synthase	WELL-CHARACTERIZED
bioA	b0774	807968	809257	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	WELL-CHARACTERIZED
zipA	b2412	2530247	2531233	cell division protein ZipA	WELL-CHARACTERIZED
serW	b0883	925884	925971	tRNA-Ser(GGA)	WELL-CHARACTERIZED
ydgA	b1614	1689852	1691360	DUF945 domain-containing protein YdgA	UNCHARACTERIZED
yjiX	b4353	4588876	4589079	PF04328 family protein YjiX	UNCHARACTERIZED
yqiD	b4756	3183381	3183551	protein YqiD	UNCHARACTERIZED
tfaQ	b1546	1634310	1634885	Qin prophage; putative tail fiber assembly protein TfaQ	PARTIAL
mdtF	b3514	3660414	3663527	multidrug efflux pump RND permease MdtF	WELL-CHARACTERIZED
fdnH	b1475	1550461	1551345	formate dehydrogenase N subunit &beta;	WELL-CHARACTERIZED
uspF	b1376	1435185	1435619	universal stress protein F	WELL-CHARACTERIZED
ecpC	b0291	306807	309332	putative fimbrial usher protein EcpC	PARTIAL
rfbX	b2037	2108337	2109584	polyisoprenol-linked O16-antigen repeat unit flippase	PARTIAL
gdx	b4148	4376875	4377192	guanidinium exporter	WELL-CHARACTERIZED
priC	b0467	490285	490812	replication restart protein PriC	WELL-CHARACTERIZED
rpoA	b3295	3440040	3441029	RNA polymerase subunit &alpha;	WELL-CHARACTERIZED
metC	b3008	3152236	3153423	cystathionine &beta;-lyase / L-cysteine desulfhydrase / alanine racemase	WELL-CHARACTERIZED
yheV	b4551	3478592	3478792	DUF2387 domain-containing protein YheV	UNCHARACTERIZED
ydhI	b1643	1721025	1721261	DUF1656 domain-containing protein YdhI	UNCHARACTERIZED
ybjP	b0865	903952	904467	DUF3828 domain-containing lipoprotein YbjP	UNCHARACTERIZED
rpsB	b0169	189874	190599	30S ribosomal subunit protein S2	WELL-CHARACTERIZED
elaB	b2266	2380722	2381027	tail-anchored inner membrane protein ElaB	PARTIAL
ahr	b4269	4495190	4496209	NADPH-dependent aldehyde reductase Ahr	PARTIAL
glnB	b2553	2687070	2687408	uridylyl-[protein PII-1] // nitrogen regulatory protein PII-1	WELL-CHARACTERIZED
ybdD	b4512	632182	632379	PF04328 family protein YbdD	UNCHARACTERIZED
tilS	b0188	212331	213629	tRNAIle-lysidine synthetase	WELL-CHARACTERIZED
narV	b1465	1535937	1536617	nitrate reductase Z subunit &gamma;	WELL-CHARACTERIZED
hyi	b0508	535710	536486	hydroxypyruvate isomerase	WELL-CHARACTERIZED
hofB	b0107	115714	117099	T2SSE family protein	PARTIAL
yghD	b2968	3110590	3111126	putative type II secretion system M-type protein YghD	PARTIAL
bglA	b2901	3043662	3045101	6-phospho-&beta;-glucosidase A	WELL-CHARACTERIZED
lapB	b1280	1340558	1341727	lipopolysaccharide assembly protein B	PARTIAL
argQ	b2691	2817784	2817860	tRNA-Arg(ACG)	WELL-CHARACTERIZED
pgaA	b1024	1089866	1092289	partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine export porin	WELL-CHARACTERIZED
rdcA	b4109	4327135	4329363	regulator of diguanylate cyclase RdcA	WELL-CHARACTERIZED
rhaS	b3905	4097736	4098572	DNA-binding transcriptional activator RhaS	WELL-CHARACTERIZED
leuL	b0075	83622	83708	<i>leu</i> operon leader peptide	PARTIAL
ampC	b4150	4377811	4378944	&beta;-lactamase	WELL-CHARACTERIZED
otsA	b1896	1980188	1981612	trehalose-6-phosphate synthase	WELL-CHARACTERIZED
sdhB	b0724	757689	758405	succinate:quinone oxidoreductase, [Fe-S] cluster binding protein	WELL-CHARACTERIZED
yibQ	b3614	3788101	3789060	divergent polysaccharide deacetylase domain-containing protein YibQ	UNCHARACTERIZED
pxpC	b0712	744243	745175	5-oxoprolinase component C	PARTIAL
dld	b2133	2222185	2223900	quinone-dependent D-lactate dehydrogenase	WELL-CHARACTERIZED
prpE	b0335	352706	354592	propionyl-CoA synthetase	WELL-CHARACTERIZED
hdhA	b1619	1697273	1698040	7-&alpha;-hydroxysteroid dehydrogenase	WELL-CHARACTERIZED
alaX	b2396	2518041	2518116	tRNA-Ala(GGC)	WELL-CHARACTERIZED
bcp	b2480	2600478	2600948	thiol peroxidase	WELL-CHARACTERIZED
casC	b2758	2881051	2882142	type I-E CRISPR system Cascade subunit CasC	WELL-CHARACTERIZED
inaA	b2237	2348822	2349472	putative lipopolysaccharide kinase InaA	PARTIAL
agaC	b3139	3284685	3285488	galactosamine-specific PTS enzyme IIC component	WELL-CHARACTERIZED
rlhA	b1435	1506781	1508742	23S rRNA 5-hydroxycytidine C2501 synthase	WELL-CHARACTERIZED
nuoH	b2282	2396465	2397442	NADH:quinone oxidoreductase subunit H	WELL-CHARACTERIZED
lgoR	b4357	4594937	4595851	putative DNA-binding transcriptional regulator LgoR	PARTIAL
pphC	b2072	2151711	2152472	protein-serine/threonine phosphatase PphC	PARTIAL
rspR	b1540	1628352	1629038	DNA-binding transcriptional repressor RspR	PARTIAL
b0309	b0309	324408	324620		
fucI	b2802	2935584	2937359	L-fucose isomerase	WELL-CHARACTERIZED
lomR	b4570			Rac prophage; protein LomR_1	
ybdN	b0602	635349	636569	putative PAPS reductase/DUF3440 domain-containing protein YbdN	PARTIAL
yqgB	b2939	3085920	3086051	acid stress response protein YqgB	PARTIAL
ydcC	b1460	1531816	1532952	H repeat-associated putative transposase YdcC	PARTIAL
lpp	b1677	1757421	1757657	murein lipoprotein	PARTIAL
yafT	b0217	237335	238120	lipoprotein YafT	UNCHARACTERIZED
ydeA	b1528	1617028	1618218	putative exporter YdeA	PARTIAL
paaJ	b1397	1460893	1462098	&beta;-ketoadipyl-CoA thiolase	WELL-CHARACTERIZED
entA	b0596	628551	629297	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	WELL-CHARACTERIZED
kdsD	b3197	3341266	3342252	D-arabinose 5-phosphate isomerase KdsD	WELL-CHARACTERIZED
ldtB	b0819	854824	855744	L,D-transpeptidase LdtB	WELL-CHARACTERIZED
symR	b4625	4579835	4579911	small regulatory RNA antitoxin SymR	WELL-CHARACTERIZED
glnS	b0680	706093	707757	glutamine&mdash;tRNA ligase	WELL-CHARACTERIZED
yhiD	b3508	3655255	3655902	inner membrane protein YhiD	UNCHARACTERIZED
insI1	b0256	270603	271754	IS30 transposase	WELL-CHARACTERIZED
xthA	b1749	1832428	1833234	exodeoxyribonuclease III	WELL-CHARACTERIZED
yfeS	b2420	2537749	2538483	PF05406 family protein YfeS	UNCHARACTERIZED
aroL	b0388	406405	406929	shikimate kinase 2	WELL-CHARACTERIZED
yibG	b3596	3768177	3768638	tetratricopeptide-like domain-containing protein YibG	UNCHARACTERIZED
yfbV	b2295	2412677	2413132	PF04217 family membrane protein YfbV	PARTIAL
sokE	b4835	607733	607792	small RNA SokE	PARTIAL
xylH	b3568	3733720	3734901	xylose ABC transporter membrane subunit	WELL-CHARACTERIZED
mlc	b1594	1667344	1668564	DNA-binding transcriptional repressor Mlc	WELL-CHARACTERIZED
adhE	b1241	1295446	1298121	fused acetaldehyde-CoA dehydrogenase and Fe-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE	WELL-CHARACTERIZED
ssuE	b0937	996937	997512	NADPH-dependent FMN reductase	WELL-CHARACTERIZED
bamD	b2595	2736146	2736883	outer membrane protein assembly factor BamD	WELL-CHARACTERIZED
btsT	b4354	4589129	4591279	pyruvate:H<sup>+</sup> symporter	WELL-CHARACTERIZED
yfeC	b2398	2518467	2518811	DNA-binding transcriptional dual regulator YfeC	PARTIAL
b4700	b4700	607734	607792		
caiD	b0036	35377	36162	crotonobetainyl-CoA hydratase	WELL-CHARACTERIZED
chbR	b1735	1818605	1819447	DNA binding transcriptional dual regulator ChbR	WELL-CHARACTERIZED
rbsZ	b4804	3937045	3937278	small regulatory RNA RbsZ	WELL-CHARACTERIZED
elfC	b0940	999216	1001816	putative fimbrial usher protein ElfC	WELL-CHARACTERIZED
yebW	b1837	1922121	1922312	DUF1482 domain-containing protein YebW	UNCHARACTERIZED
nanE	b3223	3370347	3371036	probable <i>N</i>-acetylmannosamine-6-phosphate 2-epimerase	WELL-CHARACTERIZED
norR	b2709	2830775	2832289	DNA-binding transcriptional dual regulator NorR	WELL-CHARACTERIZED
yffQ	b2448	2563592	2563969	CPZ-55 prophage; uncharacterized protein YffQ	UNCHARACTERIZED
pinE	b1158	1209685	1210239	e14 prophage; site-specific DNA recombinase	WELL-CHARACTERIZED
blr	b4409	1704551	1704676	&beta;-lactam resistance protein	PARTIAL
lacY	b0343	361926	363179	lactose permease	WELL-CHARACTERIZED
ymcF	b4723	1051684	1051872	protein YmcF	UNCHARACTERIZED
csiE	b2535	2665435	2666715	stationary phase-inducible protein CsiE	UNCHARACTERIZED
parC	b3019	3163715	3165973	DNA topoisomerase IV subunit A	WELL-CHARACTERIZED
ybaP	b0482	507286	508080	TraB family protein YbaP	UNCHARACTERIZED
envR	b3264	3412803	3413465	DNA-binding transcriptional repressor EnvR	WELL-CHARACTERIZED
proP	b4111	4330502	4332004	osmolyte:H<sup>+</sup> symporter ProP	WELL-CHARACTERIZED
napF	b2208	2303003	2303497	ferredoxin-type protein	PARTIAL
yejK	b2186	2282940	2283947	nucleoid-associated protein subunit YejK	PARTIAL
ydfU	b1560	1643255	1644304	Qin prophage; protein YdfU	UNCHARACTERIZED
xerD	b2894	3038847	3039743	site-specific recombinase	WELL-CHARACTERIZED
asr	b1597	1671376	1671684	periplasmic chaperone Asr	PARTIAL
norV	b2710	2832476	2833915	anaerobic nitric oxide reductase flavorubredoxin	WELL-CHARACTERIZED
ppiD	b0441	461915	463786	periplasmic folding chaperone	PARTIAL
glpC	b2243	2355521	2356711	anaerobic glycerol-3-phosphate dehydrogenase subunit C	WELL-CHARACTERIZED
glnV	b0665	696542	696616	tRNA-Gln(CUG)	WELL-CHARACTERIZED
yhfU	b3378	3507348	3507701	DUF2620 domain-containing protein YhfU	UNCHARACTERIZED
cdd	b2143	2231844	2232728	cytidine/deoxycytidine deaminase	WELL-CHARACTERIZED
uidB	b1616	1692890	1694263	glucuronide:H<sup>+</sup> symporter	PARTIAL
ymiB	b4672	1346796	1346900	putative protein YmiB	UNCHARACTERIZED
dctA	b3528	3682161	3683447	C4 dicarboxylate/orotate:H<sup>+</sup> symporter	WELL-CHARACTERIZED
gluQ	b0144	159186	160112	glutamyl-Q tRNA<sup>Asp</sup> synthetase	WELL-CHARACTERIZED
caiA	b0039	39244	40386	crotonobetainyl-CoA reductase	WELL-CHARACTERIZED
yqcE	b2775	2900592	2901869	putative transport protein YqcE	PARTIAL
tnaC	b3707	3888435	3888509	<i>tnaAB</i> operon leader peptide	PARTIAL
rmuC	b3832	4017333	4018760	putative recombination limiting protein RmuC	PARTIAL
rplK	b3983	4178447	4178875	50S ribosomal subunit protein L11	WELL-CHARACTERIZED
anmK	b1640	1718493	1719602	anhydro-<i>N</i>-acetylmuramic acid kinase	WELL-CHARACTERIZED
yfjH	b2623	2757644	2758600	CP4-57 prophage; uncharacterized protein YfjH	UNCHARACTERIZED
wecB	b3786	3970133	3971263	UDP-<i>N</i>-acetylglucosamine 2-epimerase	WELL-CHARACTERIZED
napA	b2206	2300267	2302753	periplasmic nitrate reductase subunit NapA	WELL-CHARACTERIZED
ysaD	b4649	3750918	3751109		
rsmC	b4371	4606669	4607700	16S rRNA m<sup>2</sup>G1207 methyltransferase	WELL-CHARACTERIZED
yffR	b2449	2563980	2564372	CPZ-55 prophage; uncharacterized protein YffR	UNCHARACTERIZED
sad	b1525	1613315	1614703	succinate semialdehyde dehydrogenase (NAD(P)<sup>+</sup>) Sad	WELL-CHARACTERIZED
ung	b2580	2716754	2717443	uracil-DNA glycosylase	WELL-CHARACTERIZED
